time,Mach,Altitude,alpha,beta,dl,dm,dn,PARA1,PARA2,PARA3
19.5,3.7402118,16784.2877,-1.9907006,0.0437720048,-0.982277616,1.9907006,-0.0481492053,443.560702,696.76455,0.931681633
20,3.71654799,17265.9386,-2.13586587,0.031467912,-1.37568944,2.13586587,-0.0346147032,440.717149,825.454887,0.931681633
20.5,3.69367185,17742.3316,-2.27865521,-0.00807777361,-1.7410962,2.27865521,0.00888555097,438.085188,875.729557,0.931681633
21,3.67152325,18213.5774,-2.34478668,-0.0368290367,-2.07105926,2.34478668,0.0405119403,436.116519,718.3634,0.931681633
21.5,3.65004507,18679.8239,-2.4360348,-0.0298474169,-2.35886152,2.4360348,0.0328321585,433.122218,734.082973,0.931681633
22,3.62917839,19141.1988,-2.57969668,0.00343884608,-2.59864417,2.57969668,-0.00378273069,430.907659,706.997289,0.931681633
22.5,3.60887526,19597.7979,-2.68231901,0.0307381967,-2.78552592,2.68231901,-0.0338120164,428.383776,786.095787,0.931681633
23,3.58909539,20049.7289,-2.77978753,0.0279532749,-2.91570239,2.77978753,-0.0307486024,426.339999,655.46401,0.931681633
23.5,3.5662521,20497.0958,-2.9493187,0.000170898948,-2.98652356,2.9493187,-0.000187988843,424.186196,833.591094,0.931681633
24,3.54383349,20939.9713,-3.12416606,-0.0254195646,-2.99654774,3.12416606,0.027961521,421.909085,791.828426,0.931681633
24.5,3.52191601,21378.4226,-3.26868134,-0.0259035982,-2.94557084,3.26868134,0.028493958,418.98725,784.969806,0.931681633
25,3.5004665,21812.5239,-3.45797625,-0.00293752797,-2.83463061,3.45797625,0.00323128077,416.85827,740.749662,0.931681633
25.5,3.47945232,22242.3327,-3.6773885,0.0207954184,-2.66598548,3.6773885,-0.0228749602,414.324382,691.543844,0.931681633
26,3.45884829,22667.8965,-3.85508452,0.0237867403,-2.44306857,3.85508452,-0.0261654143,412.151582,765.011788,0.931681633
26.5,3.43863234,23089.2734,-4.03124381,0.00501605217,-2.17041783,4.03124381,-0.00551765738,410.153321,720.729616,0.931681633
27,3.41878073,23506.5213,-4.24227804,-0.0167920354,-1.85358364,4.24227804,0.0184712389,407.82034,839.22667,0.931681633
27.5,3.39927319,23919.6888,-4.42677791,-0.0216674017,-1.49901584,4.42677791,0.0238341418,405.704152,744.551101,0.931681633
28,3.38009376,24328.8297,-4.58160662,-0.00653531421,-1.11393239,4.58160662,0.00718884563,403.696728,789.418438,0.931681633
28.5,3.36122512,24734.0028,-4.76727383,0.0133398941,-0.706172495,4.76727383,-0.0146738835,401.34416,763.863096,0.931681633
29,3.34265022,25135.2594,-4.96056267,0.0195912943,-0.284036963,4.96056267,-0.0215504237,399.403171,701.678745,0.931681633
29.5,3.32435589,25532.6473,-5.12507404,0.00760188226,0.143880742,5.12507404,-0.00836207049,397.315174,716.666235,0.931681633
30,3.30632945,25926.2181,-5.30889561,-0.0103747957,0.56886945,5.30889561,0.0114122753,395.423204,721.651706,0.931681633
30.5,3.28855709,26316.0177,-5.52700174,-0.0175899418,0.982277616,5.52700174,0.019348936,393.491423,694.102748,0.931681633
31,3.27102757,26702.0856,-5.7312514,-0.0083036763,1.37568944,5.7312514,0.00913404393,391.333358,722.823465,0.931681633
31.5,3.25373165,27084.4615,-5.93417206,0.00783856546,1.7410962,5.93417206,-0.008622422,389.379485,730.966719,0.931681633
32,3.23665916,27463.1843,-6.17192038,0.015684515,2.07105926,6.17192038,-0.0172529665,387.752866,804.389227,0.931681633
32.5,3.21980083,27838.2871,-6.40953586,0.00871321375,2.35886152,6.40953586,-0.00958453513,386.151448,723.022055,0.931681633
33,3.20314979,28209.8023,-6.625846,-0.00567897416,2.59864417,6.625846,0.00624687157,384.28949,760.408993,0.931681633
33.5,3.18669901,28577.7643,-6.85802196,-0.013888419,2.78552592,6.85802196,0.0152772609,382.081039,684.457564,0.931681633
34,3.1704411,28942.2048,-7.10057293,-0.00889023356,2.91570239,7.10057293,0.00977925692,380.268517,836.862268,0.931681633
34.5,3.15437039,29303.1538,-7.31791399,0.00384932197,2.98652356,7.31791399,-0.00423425417,378.481601,814.471646,0.931681633
35,3.13848184,29660.6434,-7.53222545,0.01220912,2.99654774,7.53222545,-0.013430032,377.030578,764.701146,0.931681633
35.5,3.1227696,30014.705,-7.76570384,0.00888381184,2.94557084,7.76570384,-0.00977219302,375.583897,695.338866,0.931681633
36,3.1072285,30365.3674,-7.98877799,-0.00230803708,2.83463061,7.98877799,0.00253884078,373.258796,747.183561,0.931681633
36.5,3.09185448,30712.6597,-8.20043458,-0.0106496668,2.66598548,8.20043458,0.0117146334,371.754773,741.199422,0.931681633
37,3.07664297,31056.6107,-8.43331451,-0.00873418411,2.44306857,8.43331451,0.00960760252,370.404465,775.233387,0.931681633
37.5,3.06158936,31397.2468,-8.67516571,0.00101829389,2.17041783,8.67516571,-0.00112012328,368.157624,752.917771,0.931681633
38,3.04669013,31734.593,-8.90468919,0.00920995566,1.85358364,8.90468919,-0.0101309512,366.723499,808.323215,0.931681633
38.5,3.03194192,32068.6743,-9.14554875,0.00847431781,1.49901584,9.14554875,-0.00932174959,365.158781,803.477162,0.931681633
39,3.01455451,32399.5141,-9.40434155,5.24177929e-05,1.11393239,9.40434155,-5.76595722e-05,363.39978,768.253292,0.931681633
39.5,2.99631085,32727.1353,-9.65310955,-0.00788765912,0.706172495,9.65310955,0.00867642503,361.215014,752.095013,0.931681633
40,2.97830806,33051.5613,-9.89695419,-0.00813117547,0.284036963,9.89695419,0.00894429301,359.061222,815.513353,0.931681633
40.5,2.96054047,33372.8147,-10.1554966,-0.000932739998,-0.143880742,10.1554966,0.001026014,357.264117,790.633741,0.931681633
41,2.94300271,33690.9169,-10.4098523,0.00667886438,-0.56886945,10.4098523,-0.00734675082,355.288927,753.460768,0.931681633
41.5,2.92569025,34005.8884,-10.6488577,0.00772674005,-0.982277616,10.6488577,-0.00849941406,353.502706,715.878661,0.931681633
42,2.90859852,34317.7502,-10.8948235,0.00164785802,-1.37568944,10.8948235,-0.00181264382,351.65395,803.148368,0.931681633
42.5,2.89172285,34626.5217,-11.146611,-0.0055786255,-1.7410962,11.146611,0.00613648805,349.615718,834.404533,0.931681633
43,2.87505918,34932.2219,-11.3853649,-0.00727890681,-2.07105926,11.3853649,0.0080067975,347.868973,741.983409,0.931681633
43.5,2.85860368,35234.8692,-11.6246015,-0.00221988732,-2.35886152,11.6246015,0.00244187605,346.069003,817.329447,0.931681633
44,2.84235234,35534.4816,-11.8777251,0.0045813361,-2.59864417,11.8777251,-0.00503946971,344.109536,695.704553,0.931681633
44.5,2.82630215,35831.0762,-11.9901761,0.00680218367,-2.78552592,11.9901761,-0.00748240203,342.248971,769.415348,0.931681633
45,2.81045298,36124.6747,-11.9828712,0.00266821934,-2.91570239,11.9828712,-0.00293504128,340.743014,763.60198,0.931681633
45.5,2.79480107,36415.3031,-11.9881494,-0.00368099308,-2.98652356,11.9881494,0.00404909239,339.091949,731.274911,0.931681633
46,2.77934233,36702.9853,-11.9977174,-0.0063081886,-2.99654774,11.9977174,0.00693900746,337.120263,750.826008,0.931681633
46.5,2.76407317,36987.7438,-11.9975965,-0.0030097823,-2.94557084,11.9975965,0.00331076053,335.487646,712.779839,1.86336327
47,2.74899015,37269.6002,-12.0008951,0.00287141146,-2.83463061,12.0008951,-0.00315855261,333.878671,762.753513,1.86336327
47.5,2.73409146,37548.5758,-11.7523914,0.00580622113,-2.66598548,11.7523914,-0.00638684324,331.903332,706.342358,1.86336327
48,2.71937562,37824.6968,-11.4708474,0.00325936628,-2.44306857,11.4708474,-0.00358530291,330.690199,714.529591,1.86336327
48.5,2.70483895,38097.9897,-11.1852702,-0.00214647365,-2.17041783,11.1852702,0.00236112102,329.344271,804.354182,1.86336327
49,2.6904778,38368.4795,-10.9085061,-0.00530368687,-1.85358364,10.9085061,0.00583405555,327.122456,765.299974,1.86336327
49.5,2.67628878,38636.1893,-10.6300817,-0.00342985686,-1.49901584,10.6300817,0.00377284254,325.609218,748.432569,1.86336327
50,2.66226882,38901.1408,-10.3439318,0.00150021403,-1.11393239,10.3439318,-0.00165023543,324.343077,738.766031,1.86336327
50.5,2.64841496,39163.3544,-10.0644772,0.00480649116,-0.706172495,10.0644772,-0.00528714027,322.727036,792.084967,1.86336327
51,2.63472438,39422.8491,-9.79136503,0.003532537,-0.284036963,9.79136503,-0.0038857907,321.387471,741.944614,1.86336327
51.5,2.62119448,39679.6425,-9.51255223,-0.000926920879,0.143880742,9.51255223,0.00101961297,319.314927,723.98867,1.86336327
52,2.60782286,39933.7513,-9.23580944,-0.00431934286,0.56886945,9.23580944,0.00475127715,318.297223,709.274227,1.86336327
52.5,2.59460718,40185.1909,-8.96875231,-0.00357729963,0.982277616,8.96875231,0.00393502959,316.979527,801.927551,1.86336327
53,2.58154528,40433.9757,-8.69940314,0.000421140643,1.37568944,8.69940314,-0.000463254707,315.367261,813.291163,1.86336327
53.5,2.56863519,40680.1193,-8.42563033,0.00384594091,1.7410962,8.42563033,-0.004230535,314.102826,753.721562,1.86336327
54,2.555875,40923.6344,-8.15818264,0.00357282041,2.07105926,8.15818264,-0.00393010246,312.420575,792.148187,1.86336327
54.5,2.54326291,41164.5329,-7.89131954,2.23109029e-05,2.35886152,7.89131954,-2.45419932e-05,311.118841,701.834697,1.86336327
55,2.53079727,41402.8259,-7.61592902,-0.00338914043,2.59864417,7.61592902,0.00372805447,309.7364,699.465297,1.86336327
55.5,2.51847652,41638.524,-7.34086297,-0.00352670557,2.78552592,7.34086297,0.00387937612,308.568999,809.777223,1.86336327
56,2.50629914,41871.6372,-7.06924233,-0.000408340698,2.91570239,7.06924233,0.000449174768,307.230824,787.508136,1.86336327
56.5,2.49426375,42102.1748,-6.79081579,0.00295109337,2.98652356,6.79081579,-0.00324620271,305.671601,750.545921,1.86336327
57,2.48236903,42330.1457,-6.50863651,0.0034456196,2.99654774,6.50863651,-0.00379018156,303.988561,734.233044,1.86336327
57.5,2.47061374,42555.5582,-6.23193977,0.000741573751,2.94557084,6.23193977,-0.000815731126,302.926004,720.834307,1.86336327
58,2.45899667,42778.4201,-5.95416029,-0.00253336905,2.83463061,5.95416029,0.00278670595,301.905806,734.063005,1.86336327
58.5,2.44751674,42998.7388,-5.67120639,-0.00333539768,2.66598548,5.67120639,0.00366893744,300.567913,732.485373,1.86336327
59,2.4361729,43216.5214,-5.39247545,-0.00102635241,2.44306857,5.39247545,0.00112898765,300.001213,689.857925,1.86336327
59.5,2.42496416,43431.7743,-5.11725473,0.00213705688,2.17041783,5.11725473,-0.00235076257,298.031537,761.642275,1.86336327
60,2.41388959,43644.5037,-4.83670092,0.00320114466,1.85358364,4.83670092,-0.00352125913,297.414799,718.245148,1.86336327
60.5,2.40294835,43854.7154,-4.55545946,0.00126673942,1.49901584,4.55545946,-0.00139341336,296.063361,714.504316,1.86336327
61,2.3921396,44062.415,-4.27833832,-0.00176285314,1.11393239,4.27833832,0.00193913845,294.517143,736.879931,1.86336327
61.5,2.38146259,44267.6075,-3.99690357,-0.00304732212,0.706172495,3.99690357,0.00335205433,293.886767,804.222613,1.86336327
62,2.37091661,44470.2979,-3.70971834,-0.00146652389,0.284036963,3.70971834,0.00161317628,292.421901,653.977468,1.86336327
62.5,2.36050098,44670.4909,-3.42462173,0.00141113395,-0.143880742,3.42462173,-0.00155224735,290.947685,743.96294,1.86336327
63,2.35021506,44868.1908,-3.13821051,0.00287782485,-0.56886945,3.13821051,-0.00316560733,289.882523,717.628404,1.86336327
63.5,2.34005828,45063.4019,-2.8447211,0.00162922955,-0.982277616,2.8447211,-0.0017921525,288.886513,755.344149,1.86336327
64,2.33003008,45256.1282,-2.5509956,-0.00108201713,-1.37568944,2.5509956,0.00119021884,287.881078,728.66212,1.86336327
64.5,2.32012994,45446.3734,-2.25977325,-0.00269604893,-1.7410962,2.25977325,0.00296565383,286.683869,851.089156,1.86336327
65,2.31035737,45634.1411,-1.96403447,-0.00175812487,-2.07105926,1.96403447,0.00193393736,285.249451,705.285018,1.86336327
65.5,2.30071193,45819.4348,-1.66592639,0.000775414469,-2.35886152,1.66592639,-0.000852955916,284.295564,736.341823,1.86336327
66,2.2911932,46002.2576,-1.37185362,0.00250495246,-2.59864417,1.37185362,-0.00275544771,283.608373,824.982472,1.86336327
66.5,2.2818008,46182.6127,-1.07668977,0.00185623493,-2.78552592,1.07668977,-0.00204185842,281.90242,778.403315,1.86336327
67,2.27253437,46360.5029,-0.776925699,-0.000491075727,-2.91570239,0.776925699,0.000540183299,281.450038,724.649997,1.86336327
67.5,2.26339359,46535.9309,-0.478884433,-0.00230710958,-2.98652356,0.478884433,0.00253782053,279.956937,662.058625,1.86336327
68,2.25437814,46708.8995,-0.181701884,-0.00192635428,-2.99654774,0.181701884,0.00211898971,278.960421,836.53683,1.86336327
68.5,2.24548777,46879.411,0.121303438,0.000228625275,-2.94557084,-0.121303438,-0.000251487802,278.419356,719.428542,1.86336327
69,2.23672221,47047.4679,0.426698655,0.00210475827,-2.83463061,-0.426698655,-0.0023152341,277.40847,758.625969,1.86336327
69.5,2.22808125,47213.0725,0.730643519,0.0019710605,-2.66598548,-0.730643519,-0.00216816655,276.244795,796.849746,1.86336327
70,2.21986028,47376.2268,1.03896365,1.24074342e-05,-2.44306857,-1.03896365,-1.36481776e-05,275.91213,724.992014,1.86336327
70.5,2.21327674,47536.9331,1.35225397,-0.00189984278,-2.17041783,-1.35225397,0.00208982706,274.848124,785.555112,1.86336327
71,2.20677469,47695.1932,1.66414265,-0.00199272805,-1.85358364,-1.66414265,0.00219200086,273.652992,783.943437,1.86336327
71.5,2.2003547,47851.0092,1.97677066,-0.000232562632,-1.49901584,-1.97677066,0.000255818895,273.412017,731.625718,1.86336327
72,2.19401735,48004.3828,2.29429368,0.00169405137,-1.11393239,-2.29429368,-0.00186345651,272.951047,695.195444,1.86336327
72.5,2.18776324,48155.3159,2.61152606,0.00199354227,-0.706172495,-2.61152606,-0.00219289649,272.189559,748.775926,1.86336327
73,2.18159294,48303.8102,2.9265397,0.00043242947,-0.284036963,-2.9265397,-0.000475672417,271.310079,860.211702,1.86336327
73.5,2.17550705,48449.8672,3.24504289,-0.00148884919,0.143880742,-3.24504289,0.00163773411,270.961888,778.392957,1.86336327
74,2.16950618,48593.4886,3.56583175,-0.0019755128,0.56886945,-3.56583175,0.00217306408,269.961289,766.533097,1.86336327
74.5,2.1635909,48734.6758,3.88436193,-0.000612628962,0.982277616,-3.88436193,0.000673891859,269.522159,796.233149,1.86336327
75,2.15776182,48873.4304,4.20490434,0.00128550819,1.37568944,-4.20490434,-0.00141405901,268.598343,730.302532,1.86336327
75.5,2.15201954,49009.7536,4.53037626,0.00194048771,1.7410962,-4.53037626,-0.00213453649,267.934477,761.043695,1.86336327
76,2.14636465,49143.6469,4.85582236,0.000773800346,2.07105926,-4.85582236,-0.00085118038,267.560288,725.770957,1.86336327
76.5,2.14079775,49275.1116,5.18169133,-0.00108513339,2.35886152,-5.18169133,0.00119364673,266.690664,657.485344,1.86336327
77,2.13531944,49404.1489,5.51290931,-0.00189016683,2.59864417,-5.51290931,0.00207918352,266.358457,719.053315,1.86336327
77.5,2.12993029,49530.7601,5.84636338,-0.000916590229,2.78552592,-5.84636338,0.00100824925,265.827446,718.754818,1.86336327
78,2.12463091,49654.9464,6.17857175,0.000888685818,2.91570239,-6.17857175,-0.000977554399,264.904032,773.99197,1.86336327
78.5,2.11942189,49776.7089,6.51383774,0.00182611449,2.98652356,-6.51383774,-0.00200872594,264.302974,821.014709,1.86336327
79,2.1143038,49896.0488,6.85247133,0.00104164408,2.99654774,-6.85247133,-0.00114580849,263.77631,712.318632,1.86336327
79.5,2.10927724,50012.9672,7.18932915,-0.000697002789,2.94557084,-7.18932915,0.000766703068,263.144445,726.496471,1.86336327
80,2.10434278,50127.4651,7.52626708,-0.00174977179,2.83463061,-7.52626708,0.00192474897,262.672685,798.326927,1.86336327
80.5,2.09950099,50239.5435,7.86694812,-0.00114959972,2.66598548,-7.86694812,0.00126455969,262.100972,706.131659,1.86336327
81,2.09475244,50349.2036,8.20751834,0.000510815691,2.44306857,-8.20751834,-0.00056189726,261.459621,735.176442,1.86336327
81.5,2.09009771,50456.4463,8.54673203,0.00166246836,2.17041783,-8.54673203,-0.0018287152,261.505076,753.15247,1.86336327
82,2.08553735,50561.2725,8.88954605,0.00124108251,1.85358364,-8.88954605,-0.00136519076,260.537809,807.259457,1.86336327
82.5,2.08107191,50663.6831,9.23513707,-0.000330765582,1.49901584,-9.23513707,0.000363842141,260.123318,730.40792,1.86336327
83,2.07670194,50763.6792,9.57972613,-0.00156543333,1.11393239,-9.57972613,0.00172197667,259.771456,667.481268,1.86336327
83.5,2.07242797,50861.2616,9.92667353,-0.00131670194,0.706172495,-9.92667353,0.00144837214,259.446628,743.498538,1.86336327
84,2.06825054,50956.4312,10.2781337,0.000157416781,0.284036963,-10.2781337,-0.000173158459,258.696098,716.976798,1.86336327
84.5,2.06417017,51049.189,10.6296033,0.00145980575,-0.143880742,-10.6296033,-0.00160578632,258.122767,788.653839,1.86336327
85,2.06018737,51139.5357,10.9810755,0.00137704936,-0.56886945,-10.9810755,-0.0015147543,257.992234,786.089376,1.86336327
85.5,2.05630265,51227.4722,11.3364135,8.73130102e-06,-0.982277616,-11.3364135,-9.60443113e-06,257.496217,767.184035,1.86336327
86,2.0525165,51312.9994,11.6928231,-0.00134664419,-1.37568944,-11.6928231,0.00148130861,257.340968,632.462774,1.86336327
86.5,2.04882942,51396.1182,12.0024951,-0.00142269663,-1.7410962,-12.0024951,0.0015649663,256.570837,784.486935,1.86336327
87,2.04591239,51476.8291,12.0023684,-0.000167233839,-2.07105926,-12.0023684,0.000183957223,256.509238,723.061953,1.86336327
87.5,2.04323951,51555.1318,12.0035085,0.00122693552,-2.35886152,-12.0035085,-0.00134962907,256.101701,730.35337,1.86336327
88,2.04064084,51631.0257,12.0018293,0.00145419502,-2.59864417,-12.0018293,-0.00159961452,255.812047,778.008404,1.86336327
88.5,2.03811705,51704.5107,11.9992547,0.000317691624,-2.78552592,-11.9992547,-0.000349460787,255.413286,772.48937,1.86336327
89,2.03566878,51775.5861,11.9992501,-0.00110160484,-2.91570239,-11.9992501,0.00121176532,255.078611,818.423729,1.86336327
89.5,2.03329664,51844.2517,11.9986438,-0.001472079,-2.98652356,-11.9986438,0.0016192869,255.060919,719.437817,1.86336327
90,2.03100124,51910.5072,11.9963571,-0.000459744532,-2.99654774,-11.9963571,0.000505718985,254.903614,743.289615,1.86336327
90.5,2.02878317,51974.352,11.9966179,0.000971523806,-2.94557084,-11.9966179,-0.00106867619,254.630884,690.509939,1.86336327
91,2.02664301,52035.786,11.9984918,0.00147686556,-2.83463061,-11.9984918,-0.00162455212,254.007083,830.256707,1.86336327
91.5,2.02458129,52094.8089,11.9983401,0.000593065291,-2.66598548,-11.9983401,-0.00065237182,253.990151,735.50946,1.86336327
92,2.02259858,52151.4202,11.9988298,-0.000837514703,-2.44306857,-11.9988298,0.000921266173,254.01731,770.789514,1.86336327
92.5,2.02069537,52205.6199,12.0016548,-0.00146905322,-2.17041783,-12.0016548,0.00161595855,253.679994,819.75332,1.86336327
93,2.01887216,52257.4075,12.0026679,-0.000717353463,-1.85358364,-12.0026679,0.000789088809,253.425799,827.213027,1.86336327
93.5,2.01712945,52306.7829,12.0018509,0.000700356994,-1.49901584,-12.0018509,-0.000770392693,253.116763,824.756698,1.86336327
94,2.01546768,52353.7458,12.0028295,0.00144912313,-1.11393239,-12.0028295,-0.00159403544,252.743533,767.413973,1.86336327
94.5,2.01388729,52398.296,12.0033535,0.000832330267,-0.706172495,-12.0033535,-0.000915563294,252.843926,732.576884,1.86336327
95,2.01238871,52440.4333,12.0010151,-0.000560793609,-0.284036963,-12.0010151,0.00061687297,252.6232,824.06516,1.86336327
95.5,2.01097232,52480.1576,11.9995817,-0.0014175405,0.143880742,-11.9995817,0.00155929456,252.34748,728.107714,1.86336327
96,2.00963852,52517.4685,11.9998292,-0.000937734166,0.56886945,-11.9998292,0.00103150758,252.394097,757.246193,1.86336327
96.5,2.00838764,52552.366,11.9981606,0.000419536759,0.982277616,-11.9981606,-0.000461490435,252.590897,795.400489,1.86336327
97,2.00722003,52584.8499,11.9963487,0.00137475636,1.37568944,-11.9963487,-0.001512232,252.081239,795.119427,1.86336327
97.5,2.006136,52614.92,11.9974865,0.00103331709,1.7410962,-11.9974865,-0.00113664879,252.320128,756.586242,1.86336327
98,2.00513582,52642.5762,11.9984165,-0.000277273336,2.07105926,-11.9984165,0.000305000669,251.8094,842.999602,1.86336327
98.5,2.00421977,52667.8185,11.997827,-0.00132120936,2.35886152,-11.997827,0.00145333029,252.06551,629.087823,1.86336327
99,2.00338808,52690.6467,11.9993627,-0.00111884116,2.59864417,-11.9993627,0.00123072528,251.519825,697.477675,1.86336327
99.5,2.00264098,52711.0607,12.001914,0.000134669953,2.78552592,-12.001914,-0.000148136948,251.491012,752.09666,1.86336327
100,2.00197866,52729.0605,12.0019013,0.00125732777,2.91570239,-12.0019013,-0.00138306054,251.307815,735.209342,1.86336327
100.5,2.00140129,52744.646,12.0018102,0.00119407593,2.98652356,-12.0018102,-0.00131348353,251.649092,835.57504,1.86336327
101,2.00090902,52757.8172,12.0033709,7.62229673e-06,2.99654774,-12.0033709,-8.3845264e-06,251.34556,753.062885,1.86336327
101.5,2.00050198,52768.5739,12.0028667,-0.00118353165,2.94557084,-12.0028667,0.00130188481,251.339343,800.010721,1.86336327
102,2.00018026,52776.9163,12.0005538,-0.00125879595,2.83463061,-12.0005538,0.00138467554,251.601782,778.997478,1.86336327
102.5,1.99994395,52782.8442,12.0002077,-0.000148963329,2.66598548,-12.0002077,0.000163859662,251.574474,736.269836,1.86336327
103,1.99979309,52786.3577,11.9999281,0.00110023512,2.44306857,-11.9999281,-0.00121025863,251.06721,799.981651,1.86336327
